,,Raigarh,India,21.70N,83.94E
1832-10-01,25.554000000000002,1.9869999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1832-11-01,21.517000000000003,1.49,Rajshahi,Bangladesh,24.92N,88.67E
1832-12-01,,,Rajshahi,Bangladesh,24.92N,88.67E
1833-01-01,17.456,2.58,Rajshahi,Bangladesh,24.92N,88.67E
1833-02-01,20.105999999999998,1.557,Rajshahi,Bangladesh,24.92N,88.67E
1833-03-01,25.096999999999998,3.0660000000000003,Rajshahi,Bangladesh,24.92N,88.67E
1833-04-01,27.549,1.588,Rajshahi,Bangladesh,24.92N,88.67E
1833-05-01,28.058000000000003,1.659,Rajshahi,Bangladesh,24.92N,88.67E
1833-06-01,29.794,2.6689999999999996,Rajshahi,Bangladesh,24.92N,88.67E
1833-07-01,28.693,1.268,Rajshahi,Bangladesh,24.92N,88.67E
1833-08-01,28.201,1.84,Rajshahi,Bangladesh,24.92N,88.67E
1833-09-01,27.792,1.431,Rajshahi,Bangladesh,24.92N,88.67E
1833-10-01,25.493000000000002,1.7280000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1833-11-01,22.767000000000003,1.4280000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1833-12-01,18.336,2.439,Rajshahi,Bangladesh,24.92N,88.67E
1834-01-01,16.017,1.889,Rajshahi,Bangladesh,24.92N,88.67E
1834-02-01,19.921,2.0869999999999997,Rajshahi,Bangladesh,24.92N,88.67E
1834-03-01,24.910999999999998,2.311,Rajshahi,Bangladesh,24.92N,88.67E
1834-04-01,27.666999999999998,2.173,Rajshahi,Bangladesh,24.92N,88.67E
1834-05-01,29.759,1.2930000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1834-06-01,28.19,2.2,Rajshahi,Bangladesh,24.92N,88.67E
1834-07-01,28.8,1.591,Rajshahi,Bangladesh,24.92N,88.67E
1834-08-01,28.263,1.011,Rajshahi,Bangladesh,24.92N,88.67E
1834-09-01,27.533,1.889,Rajshahi,Bangladesh,24.92N,88.67E
1834-10-01,24.808000000000003,1.796,Rajshahi,Bangladesh,24.92N,88.67E
1834-11-01,22.138,2.2569999999999997,Rajshahi,Bangladesh,24.92N,88.67E
1834-12-01,18.82,1.281,Rajshahi,Bangladesh,24.92N,88.67E
1835-01-01,16.916,2.656,Rajshahi,Bangladesh,24.92N,88.67E
1835-02-01,19.791,2.187,Rajshahi,Bangladesh,24.92N,88.67E
1835-03-01,23.366,1.219,Rajshahi,Bangladesh,24.92N,88.67E
1835-04-01,26.807,2.3080000000000003,Rajshahi,Bangladesh,24.92N,88.67E
1835-05-01,27.413,1.4909999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1835-06-01,27.667,1.476,Rajshahi,Bangladesh,24.92N,88.67E
1835-07-01,27.275,1.216,Rajshahi,Bangladesh,24.92N,88.67E
1835-08-01,27.222,1.162,Rajshahi,Bangladesh,24.92N,88.67E
1835-09-01,26.315,0.922,Rajshahi,Bangladesh,24.92N,88.67E
1835-10-01,24.796,1.215,Rajshahi,Bangladesh,24.92N,88.67E
1835-11-01,20.4,1.526,Rajshahi,Bangladesh,24.92N,88.67E
1835-12-01,16.549,1.209,Rajshahi,Bangladesh,24.92N,88.67E
1836-01-01,16.307000000000002,1.276,Rajshahi,Bangladesh,24.92N,88.67E
1836-02-01,19.217,1.577,Rajshahi,Bangladesh,24.92N,88.67E
1836-03-01,24.489,1.368,Rajshahi,Bangladesh,24.92N,88.67E
1836-04-01,27.843000000000004,1.6480000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1836-05-01,28.685,1.8,Rajshahi,Bangladesh,24.92N,88.67E
1836-06-01,29.093000000000004,1.288,Rajshahi,Bangladesh,24.92N,88.67E
1836-07-01,28.331999999999997,1.281,Rajshahi,Bangladesh,24.92N,88.67E
1836-08-01,28.6,2.611,Rajshahi,Bangladesh,24.92N,88.67E
1836-09-01,27.802,2.245,Rajshahi,Bangladesh,24.92N,88.67E
1836-10-01,25.925,4.058,Rajshahi,Bangladesh,24.92N,88.67E
1836-11-01,21.761999999999997,2.275,Rajshahi,Bangladesh,24.92N,88.67E
1836-12-01,18.915,2.53,Rajshahi,Bangladesh,24.92N,88.67E
1837-01-01,17.226,2.035,Rajshahi,Bangladesh,24.92N,88.67E
1837-02-01,20.116,1.777,Rajshahi,Bangladesh,24.92N,88.67E
1837-03-01,23.766,2.083,Rajshahi,Bangladesh,24.92N,88.67E
1837-04-01,26.6,1.905,Rajshahi,Bangladesh,24.92N,88.67E
1837-05-01,27.959,1.767,Rajshahi,Bangladesh,24.92N,88.67E
1837-06-01,28.218000000000004,1.6969999999999998,Rajshahi,Bangladesh,24.92N,88.67E
1837-07-01,28.309,1.044,Rajshahi,Bangladesh,24.92N,88.67E
1837-08-01,28.19,0.85,Rajshahi,Bangladesh,24.92N,88.67E
1837-09-01,28.094,1.568,Rajshahi,Bangladesh,24.92N,88.67E
1837-10-01,25.635,2.414,Rajshahi,Bangladesh,24.92N,88.67E
1837-11-01,22.08,2.426,Rajshahi,Bangladesh,24.92N,88.67E
1837-12-01,19.022,3.985,Rajshahi,Bangladesh,24.92N,88.67E
1838-01-01,14.515,2.451,Rajshahi,Bangladesh,24.92N,88.67E
1838-02-01,18.662000000000006,1.7469999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1838-03-01,23.816000000000006,1.893,Rajshahi,Bangladesh,24.92N,88.67E
1838-04-01,28.686,2.4730000000000003,Rajshahi,Bangladesh,24.92N,88.67E
1838-05-01,28.195,1.581,Rajshahi,Bangladesh,24.92N,88.67E
1838-06-01,29.064,1.749,Rajshahi,Bangladesh,24.92N,88.67E
1838-07-01,28.838,2.889,Rajshahi,Bangladesh,24.92N,88.67E
1838-08-01,28.566999999999997,2.505,Rajshahi,Bangladesh,24.92N,88.67E
1838-09-01,27.905,1.048,Rajshahi,Bangladesh,24.92N,88.67E
1838-10-01,25.898000000000003,2.9960000000000004,Rajshahi,Bangladesh,24.92N,88.67E
1838-11-01,22.396,2.6630000000000003,Rajshahi,Bangladesh,24.92N,88.67E
1838-12-01,18.032,2.009,Rajshahi,Bangladesh,24.92N,88.67E
1839-01-01,17.314999999999998,1.881,Rajshahi,Bangladesh,24.92N,88.67E
1839-02-01,20.680999999999997,1.857,Rajshahi,Bangladesh,24.92N,88.67E
1839-03-01,22.988000000000003,2.042,Rajshahi,Bangladesh,24.92N,88.67E
1839-04-01,28.008000000000003,1.922,Rajshahi,Bangladesh,24.92N,88.67E
1839-05-01,28.606,1.535,Rajshahi,Bangladesh,24.92N,88.67E
1839-06-01,28.49,1.402,Rajshahi,Bangladesh,24.92N,88.67E
1839-07-01,28.996,2.178,Rajshahi,Bangladesh,24.92N,88.67E
1839-08-01,28.864,1.557,Rajshahi,Bangladesh,24.92N,88.67E
1839-09-01,27.364,1.3459999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1839-10-01,25.893,1.8730000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1839-11-01,21.006,1.8459999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1839-12-01,16.965999999999998,2.0269999999999997,Rajshahi,Bangladesh,24.92N,88.67E
1840-01-01,18.107,2.1630000000000003,Rajshahi,Bangladesh,24.92N,88.67E
1840-02-01,20.759,3.1180000000000003,Rajshahi,Bangladesh,24.92N,88.67E
1840-03-01,25.131999999999998,3.11,Rajshahi,Bangladesh,24.92N,88.67E
1840-04-01,28.111,1.681,Rajshahi,Bangladesh,24.92N,88.67E
1840-05-01,28.405,2.638,Rajshahi,Bangladesh,24.92N,88.67E
1840-06-01,28.177,2.661,Rajshahi,Bangladesh,24.92N,88.67E
1840-07-01,29.389,0.8440000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1840-08-01,28.07,1.379,Rajshahi,Bangladesh,24.92N,88.67E
1840-09-01,27.517,0.91,Rajshahi,Bangladesh,24.92N,88.67E
1840-10-01,25.406999999999996,1.663,Rajshahi,Bangladesh,24.92N,88.67E
1840-11-01,22.209,3.8710000000000004,Rajshahi,Bangladesh,24.92N,88.67E
1840-12-01,18.265,0.9440000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1841-01-01,17.715999999999994,3.719,Rajshahi,Bangladesh,24.92N,88.67E
1841-02-01,19.790000000000006,1.505,Rajshahi,Bangladesh,24.92N,88.67E
1841-03-01,24.219,3.38,Rajshahi,Bangladesh,24.92N,88.67E
1841-04-01,27.519,2.148,Rajshahi,Bangladesh,24.92N,88.67E
1841-05-01,28.728,1.0959999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1841-06-01,29.261,1.531,Rajshahi,Bangladesh,24.92N,88.67E
1841-07-01,28.927,1.402,Rajshahi,Bangladesh,24.92N,88.67E
1841-08-01,28.765,0.9470000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1841-09-01,28.057,1.002,Rajshahi,Bangladesh,24.92N,88.67E
1841-10-01,25.691999999999997,1.35,Rajshahi,Bangladesh,24.92N,88.67E
1841-11-01,22.741999999999997,1.879,Rajshahi,Bangladesh,24.92N,88.67E
1841-12-01,18.378,1.909,Rajshahi,Bangladesh,24.92N,88.67E
1842-01-01,16.999000000000002,1.6740000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1842-02-01,20.012,1.726,Rajshahi,Bangladesh,24.92N,88.67E
1842-03-01,24.590999999999998,3.135,Rajshahi,Bangladesh,24.92N,88.67E
1842-04-01,28.01,1.649,Rajshahi,Bangladesh,24.92N,88.67E
1842-05-01,29.319000000000003,1.315,Rajshahi,Bangladesh,24.92N,88.67E
1842-06-01,28.409000000000002,1.288,Rajshahi,Bangladesh,24.92N,88.67E
1842-07-01,28.74,1.626,Rajshahi,Bangladesh,24.92N,88.67E
1842-08-01,28.166,1.3430000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1842-09-01,27.196,1.182,Rajshahi,Bangladesh,24.92N,88.67E
1842-10-01,25.045,1.57,Rajshahi,Bangladesh,24.92N,88.67E
1842-11-01,21.866,1.327,Rajshahi,Bangladesh,24.92N,88.67E
1842-12-01,18.862,1.061,Rajshahi,Bangladesh,24.92N,88.67E
1843-01-01,17.584,1.4609999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1843-02-01,20.794,1.765,Rajshahi,Bangladesh,24.92N,88.67E
1843-03-01,24.445,1.536,Rajshahi,Bangladesh,24.92N,88.67E
1843-04-01,27.359,1.9180000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1843-05-01,28.319000000000003,1.196,Rajshahi,Bangladesh,24.92N,88.67E
1843-06-01,28.711,0.76,Rajshahi,Bangladesh,24.92N,88.67E
1843-07-01,29.188000000000002,1.163,Rajshahi,Bangladesh,24.92N,88.67E
1843-08-01,28.651,1.044,Rajshahi,Bangladesh,24.92N,88.67E
1843-09-01,27.808000000000003,0.836,Rajshahi,Bangladesh,24.92N,88.67E
1843-10-01,25.69,0.958,Rajshahi,Bangladesh,24.92N,88.67E
1843-11-01,21.593000000000004,0.872,Rajshahi,Bangladesh,24.92N,88.67E
1843-12-01,17.725,3.324,Rajshahi,Bangladesh,24.92N,88.67E
1844-01-01,16.654,1.092,Rajshahi,Bangladesh,24.92N,88.67E
1844-02-01,18.933,1.111,Rajshahi,Bangladesh,24.92N,88.67E
1844-03-01,24.826,1.485,Rajshahi,Bangladesh,24.92N,88.67E
1844-04-01,27.686,1.177,Rajshahi,Bangladesh,24.92N,88.67E
1844-05-01,27.839000000000002,1.328,Rajshahi,Bangladesh,24.92N,88.67E
1844-06-01,28.259,1.034,Rajshahi,Bangladesh,24.92N,88.67E
1844-07-01,28.131,1.105,Rajshahi,Bangladesh,24.92N,88.67E
1844-08-01,28.004,2.496,Rajshahi,Bangladesh,24.92N,88.67E
1844-09-01,27.372,0.938,Rajshahi,Bangladesh,24.92N,88.67E
1844-10-01,25.085,1.16,Rajshahi,Bangladesh,24.92N,88.67E
1844-11-01,22.107000000000006,1.595,Rajshahi,Bangladesh,24.92N,88.67E
1844-12-01,17.769000000000005,1.416,Rajshahi,Bangladesh,24.92N,88.67E
1845-01-01,16.963,1.474,Rajshahi,Bangladesh,24.92N,88.67E
1845-02-01,19.09,1.9240000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1845-03-01,25.015,1.44,Rajshahi,Bangladesh,24.92N,88.67E
1845-04-01,27.07,2.778,Rajshahi,Bangladesh,24.92N,88.67E
1845-05-01,28.927,0.909,Rajshahi,Bangladesh,24.92N,88.67E
1845-06-01,28.597,0.9890000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1845-07-01,28.756,0.7190000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1845-08-01,28.41,0.9,Rajshahi,Bangladesh,24.92N,88.67E
1845-09-01,28.031999999999996,1.08,Rajshahi,Bangladesh,24.92N,88.67E
1845-10-01,25.169,0.93,Rajshahi,Bangladesh,24.92N,88.67E
1845-11-01,21.795,0.951,Rajshahi,Bangladesh,24.92N,88.67E
1845-12-01,17.255000000000006,1.722,Rajshahi,Bangladesh,24.92N,88.67E
1846-01-01,18.039,1.6869999999999998,Rajshahi,Bangladesh,24.92N,88.67E
1846-02-01,19.567,1.197,Rajshahi,Bangladesh,24.92N,88.67E
1846-03-01,25.379,2.177,Rajshahi,Bangladesh,24.92N,88.67E
1846-04-01,27.971999999999998,1.96,Rajshahi,Bangladesh,24.92N,88.67E
1846-05-01,28.793000000000003,1.1320000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1846-06-01,28.244,2.7889999999999997,Rajshahi,Bangladesh,24.92N,88.67E
1846-07-01,29.05,1.9880000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1846-08-01,28.799,1.339,Rajshahi,Bangladesh,24.92N,88.67E
1846-09-01,27.393,2.016,Rajshahi,Bangladesh,24.92N,88.67E
1846-10-01,24.844,1.386,Rajshahi,Bangladesh,24.92N,88.67E
1846-11-01,22.232000000000006,1.681,Rajshahi,Bangladesh,24.92N,88.67E
1846-12-01,17.578,2.15,Rajshahi,Bangladesh,24.92N,88.67E
1847-01-01,17.14,3.458,Rajshahi,Bangladesh,24.92N,88.67E
1847-02-01,18.96,3.035,Rajshahi,Bangladesh,24.92N,88.67E
1847-03-01,24.564,1.358,Rajshahi,Bangladesh,24.92N,88.67E
1847-04-01,27.894,1.1179999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1847-05-01,28.406999999999996,0.976,Rajshahi,Bangladesh,24.92N,88.67E
1847-06-01,28.405,1.181,Rajshahi,Bangladesh,24.92N,88.67E
1847-07-01,28.738000000000003,1.254,Rajshahi,Bangladesh,24.92N,88.67E
1847-08-01,28.724,0.718,Rajshahi,Bangladesh,24.92N,88.67E
1847-09-01,27.628,0.855,Rajshahi,Bangladesh,24.92N,88.67E
1847-10-01,25.04,1.179,Rajshahi,Bangladesh,24.92N,88.67E
1847-11-01,21.459,2.001,Rajshahi,Bangladesh,24.92N,88.67E
1847-12-01,16.688000000000002,0.9259999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1848-01-01,15.8,1.416,Rajshahi,Bangladesh,24.92N,88.67E
1848-02-01,19.845,1.86,Rajshahi,Bangladesh,24.92N,88.67E
1848-03-01,24.496,1.04,Rajshahi,Bangladesh,24.92N,88.67E
1848-04-01,27.023000000000003,2.117,Rajshahi,Bangladesh,24.92N,88.67E
1848-05-01,28.318,1.475,Rajshahi,Bangladesh,24.92N,88.67E
1848-06-01,28.286,1.6840000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1848-07-01,28.963,1.2990000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1848-08-01,28.501,1.0759999999999998,Rajshahi,Bangladesh,24.92N,88.67E
1848-09-01,27.372,1.229,Rajshahi,Bangladesh,24.92N,88.67E
1848-10-01,24.902,2.253,Rajshahi,Bangladesh,24.92N,88.67E
1848-11-01,21.253,1.383,Rajshahi,Bangladesh,24.92N,88.67E
1848-12-01,18.008,1.146,Rajshahi,Bangladesh,24.92N,88.67E
1849-01-01,15.836,1.926,Rajshahi,Bangladesh,24.92N,88.67E
1849-02-01,18.364,3.563,Rajshahi,Bangladesh,24.92N,88.67E
1849-03-01,24.447000000000006,2.697,Rajshahi,Bangladesh,24.92N,88.67E
1849-04-01,28.636999999999997,3.139,Rajshahi,Bangladesh,24.92N,88.67E
1849-05-01,28.543000000000003,0.9470000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1849-06-01,28.453000000000003,1.272,Rajshahi,Bangladesh,24.92N,88.67E
1849-07-01,28.789,0.69,Rajshahi,Bangladesh,24.92N,88.67E
1849-08-01,28.203000000000003,1.541,Rajshahi,Bangladesh,24.92N,88.67E
1849-09-01,28.182,1.837,Rajshahi,Bangladesh,24.92N,88.67E
1849-10-01,25.261,2.39,Rajshahi,Bangladesh,24.92N,88.67E
1849-11-01,21.756,1.88,Rajshahi,Bangladesh,24.92N,88.67E
1849-12-01,16.47,1.601,Rajshahi,Bangladesh,24.92N,88.67E
1850-01-01,16.766,2.2230000000000003,Rajshahi,Bangladesh,24.92N,88.67E
1850-02-01,18.859,3.005,Rajshahi,Bangladesh,24.92N,88.67E
1850-03-01,23.836,3.7769999999999997,Rajshahi,Bangladesh,24.92N,88.67E
1850-04-01,27.888,1.3090000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1850-05-01,28.145,0.8640000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1850-06-01,29.27,1.31,Rajshahi,Bangladesh,24.92N,88.67E
1850-07-01,29.007,0.74,Rajshahi,Bangladesh,24.92N,88.67E
1850-08-01,28.788,1.135,Rajshahi,Bangladesh,24.92N,88.67E
1850-09-01,28.099,0.636,Rajshahi,Bangladesh,24.92N,88.67E
1850-10-01,27.627,4.377,Rajshahi,Bangladesh,24.92N,88.67E
1850-11-01,23.785999999999998,5.183,Rajshahi,Bangladesh,24.92N,88.67E
1850-12-01,17.692999999999998,1.472,Rajshahi,Bangladesh,24.92N,88.67E
1851-01-01,16.535,0.971,Rajshahi,Bangladesh,24.92N,88.67E
1851-02-01,18.648,2.501,Rajshahi,Bangladesh,24.92N,88.67E
1851-03-01,24.173,1.8090000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1851-04-01,27.523000000000003,1.295,Rajshahi,Bangladesh,24.92N,88.67E
1851-05-01,29.428,1.034,Rajshahi,Bangladesh,24.92N,88.67E
1851-06-01,28.856,0.93,Rajshahi,Bangladesh,24.92N,88.67E
1851-07-01,29.064,1.0659999999999998,Rajshahi,Bangladesh,24.92N,88.67E
1851-08-01,29.176,0.8490000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1851-09-01,28.633000000000003,1.251,Rajshahi,Bangladesh,24.92N,88.67E
1851-10-01,26.491,1.314,Rajshahi,Bangladesh,24.92N,88.67E
1851-11-01,22.101000000000006,1.402,Rajshahi,Bangladesh,24.92N,88.67E
1851-12-01,18.378,1.7830000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1852-01-01,17.102999999999998,1.758,Rajshahi,Bangladesh,24.92N,88.67E
1852-02-01,20.858,2.804,Rajshahi,Bangladesh,24.92N,88.67E
1852-03-01,23.279,1.724,Rajshahi,Bangladesh,24.92N,88.67E
1852-04-01,27.0,2.251,Rajshahi,Bangladesh,24.92N,88.67E
1852-05-01,28.455,2.077,Rajshahi,Bangladesh,24.92N,88.67E
1852-06-01,28.691,0.74,Rajshahi,Bangladesh,24.92N,88.67E
1852-07-01,28.716,1.125,Rajshahi,Bangladesh,24.92N,88.67E
1852-08-01,28.815,1.115,Rajshahi,Bangladesh,24.92N,88.67E
1852-09-01,28.037,0.7140000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1852-10-01,25.406,1.71,Rajshahi,Bangladesh,24.92N,88.67E
1852-11-01,21.129,1.245,Rajshahi,Bangladesh,24.92N,88.67E
1852-12-01,17.68,2.727,Rajshahi,Bangladesh,24.92N,88.67E
1853-01-01,14.904000000000002,3.298,Rajshahi,Bangladesh,24.92N,88.67E
1853-02-01,20.666999999999998,4.273,Rajshahi,Bangladesh,24.92N,88.67E
1853-03-01,25.590999999999998,2.162,Rajshahi,Bangladesh,24.92N,88.67E
1853-04-01,28.384,1.8359999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1853-05-01,29.353,0.721,Rajshahi,Bangladesh,24.92N,88.67E
1853-06-01,29.725,0.943,Rajshahi,Bangladesh,24.92N,88.67E
1853-07-01,29.724,1.119,Rajshahi,Bangladesh,24.92N,88.67E
1853-08-01,29.142,0.6609999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1853-09-01,28.142,0.865,Rajshahi,Bangladesh,24.92N,88.67E
1853-10-01,25.588,1.038,Rajshahi,Bangladesh,24.92N,88.67E
1853-11-01,21.695,1.014,Rajshahi,Bangladesh,24.92N,88.67E
1853-12-01,18.548,0.7959999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1854-01-01,18.277,3.535,Rajshahi,Bangladesh,24.92N,88.67E
1854-02-01,18.671,1.786,Rajshahi,Bangladesh,24.92N,88.67E
1854-03-01,25.125999999999998,0.847,Rajshahi,Bangladesh,24.92N,88.67E
1854-04-01,26.854,2.989,Rajshahi,Bangladesh,24.92N,88.67E
1854-05-01,29.44,1.507,Rajshahi,Bangladesh,24.92N,88.67E
1854-06-01,28.936,1.4480000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1854-07-01,29.35,1.202,Rajshahi,Bangladesh,24.92N,88.67E
1854-08-01,29.091,1.253,Rajshahi,Bangladesh,24.92N,88.67E
1854-09-01,27.982,1.1079999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1854-10-01,26.672,1.555,Rajshahi,Bangladesh,24.92N,88.67E
1854-11-01,22.593000000000004,1.464,Rajshahi,Bangladesh,24.92N,88.67E
1854-12-01,18.429,1.871,Rajshahi,Bangladesh,24.92N,88.67E
1855-01-01,17.5,1.969,Rajshahi,Bangladesh,24.92N,88.67E
1855-02-01,20.189,1.742,Rajshahi,Bangladesh,24.92N,88.67E
1855-03-01,,,Rajshahi,Bangladesh,24.92N,88.67E
1855-04-01,28.918000000000003,1.963,Rajshahi,Bangladesh,24.92N,88.67E
1855-05-01,29.794,1.6019999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1855-06-01,28.933000000000003,1.39,Rajshahi,Bangladesh,24.92N,88.67E
1855-07-01,28.882,1.205,Rajshahi,Bangladesh,24.92N,88.67E
1855-08-01,28.999000000000002,1.114,Rajshahi,Bangladesh,24.92N,88.67E
1855-09-01,27.941999999999997,1.104,Rajshahi,Bangladesh,24.92N,88.67E
1855-10-01,25.645,1.495,Rajshahi,Bangladesh,24.92N,88.67E
1855-11-01,21.969,1.43,Rajshahi,Bangladesh,24.92N,88.67E
1855-12-01,17.149,1.859,Rajshahi,Bangladesh,24.92N,88.67E
1856-01-01,17.186999999999998,1.643,Rajshahi,Bangladesh,24.92N,88.67E
1856-02-01,19.414,1.835,Rajshahi,Bangladesh,24.92N,88.67E
1856-03-01,24.410999999999998,1.8419999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1856-04-01,27.851,1.729,Rajshahi,Bangladesh,24.92N,88.67E
1856-05-01,,,Rajshahi,Bangladesh,24.92N,88.67E
1856-06-01,29.046,1.528,Rajshahi,Bangladesh,24.92N,88.67E
1856-07-01,28.458000000000002,1.237,Rajshahi,Bangladesh,24.92N,88.67E
1856-08-01,27.868000000000002,1.617,Rajshahi,Bangladesh,24.92N,88.67E
1856-09-01,27.436,1.345,Rajshahi,Bangladesh,24.92N,88.67E
1856-10-01,25.293000000000003,1.361,Rajshahi,Bangladesh,24.92N,88.67E
1856-11-01,21.801,1.409,Rajshahi,Bangladesh,24.92N,88.67E
1856-12-01,17.892,1.531,Rajshahi,Bangladesh,24.92N,88.67E
1857-01-01,16.277,1.659,Rajshahi,Bangladesh,24.92N,88.67E
1857-02-01,19.17,1.805,Rajshahi,Bangladesh,24.92N,88.67E
1857-03-01,24.225,1.675,Rajshahi,Bangladesh,24.92N,88.67E
1857-04-01,27.033,1.7530000000000001,Rajshahi,Bangladesh,24.92N,88.67E
1857-05-01,28.323,1.5019999999999998,Rajshahi,Bangladesh,24.92N,88.67E
1857-06-01,27.879,1.508,Rajshahi,Bangladesh,24.92N,88.67E
1857-07-01,28.285,1.2919999999999998,Rajshahi,Bangladesh,24.92N,88.67E
1857-08-01,28.34,1.128,Rajshahi,Bangladesh,24.92N,88.67E
1857-09-01,27.63,1.1059999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1857-10-01,25.105,1.652,Rajshahi,Bangladesh,24.92N,88.67E
1857-11-01,21.802,1.649,Rajshahi,Bangladesh,24.92N,88.67E
1857-12-01,18.034000000000002,1.561,Rajshahi,Bangladesh,24.92N,88.67E
1858-01-01,17.323999999999998,1.97,Rajshahi,Bangladesh,24.92N,88.67E
1858-02-01,19.641,1.551,Rajshahi,Bangladesh,24.92N,88.67E
1858-03-01,24.758000000000006,1.723,Rajshahi,Bangladesh,24.92N,88.67E
1858-04-01,28.779,1.8619999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1858-05-01,29.093000000000004,1.632,Rajshahi,Bangladesh,24.92N,88.67E
1858-06-01,28.672,1.354,Rajshahi,Bangladesh,24.92N,88.67E
1858-07-01,28.35,1.239,Rajshahi,Bangladesh,24.92N,88.67E
1858-08-01,28.629,1.162,Rajshahi,Bangladesh,24.92N,88.67E
1858-09-01,27.931,1.166,Rajshahi,Bangladesh,24.92N,88.67E
1858-10-01,26.083000000000002,1.415,Rajshahi,Bangladesh,24.92N,88.67E
1858-11-01,22.569000000000006,1.51,Rajshahi,Bangladesh,24.92N,88.67E
1858-12-01,17.267,1.395,Rajshahi,Bangladesh,24.92N,88.67E
1859-01-01,16.817999999999998,1.561,Rajshahi,Bangladesh,24.92N,88.67E
1859-02-01,19.846,1.6019999999999999,Rajshahi,Bangladesh,24.92N,88.67E
1859-03-01,25.12,1.7180000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1859-04-01,28.671999999999997,1.774,Rajshahi,Bangladesh,24.92N,88.67E
1859-05-01,29.563000000000002,1.499,Rajshahi,Bangladesh,24.92N,88.67E
1859-06-01,28.947,1.3730000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1859-07-01,28.566,1.175,Rajshahi,Bangladesh,24.92N,88.67E
1859-08-01,28.546,1.035,Rajshahi,Bangladesh,24.92N,88.67E
1859-09-01,27.76,1.057,Rajshahi,Bangladesh,24.92N,88.67E
1859-10-01,26.08,1.365,Rajshahi,Bangladesh,24.92N,88.67E
1859-11-01,22.346,1.607,Rajshahi,Bangladesh,24.92N,88.67E
1859-12-01,17.824,1.5530000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1860-01-01,16.673,1.6030000000000002,Rajshahi,Bangladesh,24.92N,88.67E
1860-02-01,19.544,1.584,Rajshahi,Bangladesh,24.92N,88.67E
1860-03-01,23.629,1.933,Rajshahi,Bangladesh,24.92N,88.67E
1860-04-01,28.044,1.71,Rajshahi,Bangladesh,24.92N,88.67E
1860-05-01,28.991,1.454,Rajshahi,Bangladesh,24.92N,88.67E
1860-06-01,28.912,1.297,Rajshahi,Bangladesh,24.92N,88.67E
1860-07-01,28.749000000000002,1.105,Rajshahi,Bangladesh,24.92N,88.67E
1860-08-01,29.112,1.101,Rajshahi,Bangladesh,24.92N,88.67E
1860-09-01,28.391,1.117,Rajshahi,Bangladesh,24.92N,88.67E
1860-10-01,26.016,1.318,Rajshahi,Bangladesh,24.92N,88.67E
1860-11-01,21.86,1.371,Rajshahi,Bangladesh,24.92N,88.67E
1860-12-01,16.756,1.31,Rajshahi,Bangladesh,24.92N,88.67E
1861-01-01,15.68,1.67,Rajshahi,Bangladesh,24.92N,88.67E
1861-02-01,18.975,1.57,Rajshahi,Bangladesh,24.92N,88.67E
