dt,AverageTemperature,AverageTemperatureUncertainty,City,Country,Latitude,Longitude
1980-03-01,4.365,0.35,Çorum,Turkey,40.99N,34.08E
1980-04-01,8.354,0.303,Çorum,Turkey,40.99N,34.08E
1980-05-01,13.979,0.165,Çorum,Turkey,40.99N,34.08E
1980-06-01,18.130000000000006,0.20600000000000002,Çorum,Turkey,40.99N,34.08E
1980-07-01,21.986,0.395,Çorum,Turkey,40.99N,34.08E
1980-08-01,20.177,0.183,Çorum,Turkey,40.99N,34.08E
1980-09-01,15.243000000000002,0.262,Çorum,Turkey,40.99N,34.08E
1980-10-01,12.317,0.248,Çorum,Turkey,40.99N,34.08E
1980-11-01,7.0120000000000005,0.294,Çorum,Turkey,40.99N,34.08E
1980-12-01,3.212,0.239,Çorum,Turkey,40.99N,34.08E
1981-01-01,2.253,0.257,Çorum,Turkey,40.99N,34.08E
1981-02-01,2.6289999999999996,0.23,Çorum,Turkey,40.99N,34.08E
1981-03-01,6.532,0.24100000000000002,Çorum,Turkey,40.99N,34.08E
1981-04-01,8.513,0.33,Çorum,Turkey,40.99N,34.08E
1981-05-01,11.873,0.29100000000000004,Çorum,Turkey,40.99N,34.08E
1981-06-01,18.521,0.255,Çorum,Turkey,40.99N,34.08E
1981-07-01,20.877,0.298,Çorum,Turkey,40.99N,34.08E
1981-08-01,19.892,0.273,Çorum,Turkey,40.99N,34.08E
1981-09-01,17.396,0.096,Çorum,Turkey,40.99N,34.08E
1981-10-01,14.135000000000002,0.19,Çorum,Turkey,40.99N,34.08E
1981-11-01,4.6880000000000015,0.348,Çorum,Turkey,40.99N,34.08E
1981-12-01,5.571000000000001,0.314,Çorum,Turkey,40.99N,34.08E
1982-01-01,0.591,0.531,Çorum,Turkey,40.99N,34.08E
1982-02-01,0.03099999999999992,0.345,Çorum,Turkey,40.99N,34.08E
1982-03-01,3.796,0.244,Çorum,Turkey,40.99N,34.08E
1982-04-01,9.914,0.22699999999999998,Çorum,Turkey,40.99N,34.08E
1982-05-01,13.962000000000002,0.355,Çorum,Turkey,40.99N,34.08E
1982-06-01,17.292,0.297,Çorum,Turkey,40.99N,34.08E
1982-07-01,17.908,0.223,Çorum,Turkey,40.99N,34.08E
1982-08-01,19.127,0.273,Çorum,Turkey,40.99N,34.08E
1982-09-01,17.308,0.26899999999999996,Çorum,Turkey,40.99N,34.08E
1982-10-01,11.315999999999999,0.264,Çorum,Turkey,40.99N,34.08E
1982-11-01,4.306,0.48200000000000004,Çorum,Turkey,40.99N,34.08E
1982-12-01,2.347,0.531,Çorum,Turkey,40.99N,34.08E
1983-01-01,-2.298,0.447,Çorum,Turkey,40.99N,34.08E
1983-02-01,0.6920000000000001,0.395,Çorum,Turkey,40.99N,34.08E
1983-03-01,5.109,0.225,Çorum,Turkey,40.99N,34.08E
1983-04-01,10.671,0.18,Çorum,Turkey,40.99N,34.08E
1983-05-01,14.49,0.168,Çorum,Turkey,40.99N,34.08E
1983-06-01,16.436,0.204,Çorum,Turkey,40.99N,34.08E
1983-07-01,19.987,0.201,Çorum,Turkey,40.99N,34.08E
1983-08-01,18.343,0.172,Çorum,Turkey,40.99N,34.08E
1983-09-01,16.473000000000006,0.204,Çorum,Turkey,40.99N,34.08E
1983-10-01,10.245,0.272,Çorum,Turkey,40.99N,34.08E
1983-11-01,5.4030000000000005,0.473,Çorum,Turkey,40.99N,34.08E
1983-12-01,2.204,0.304,Çorum,Turkey,40.99N,34.08E
1984-01-01,2.716,0.375,Çorum,Turkey,40.99N,34.08E
1984-02-01,3.234,0.27,Çorum,Turkey,40.99N,34.08E
1984-03-01,5.401,0.243,Çorum,Turkey,40.99N,34.08E
1984-04-01,7.648999999999999,0.12300000000000001,Çorum,Turkey,40.99N,34.08E
1984-05-01,14.397,0.247,Çorum,Turkey,40.99N,34.08E
1984-06-01,17.166,0.225,Çorum,Turkey,40.99N,34.08E
1984-07-01,19.179,0.331,Çorum,Turkey,40.99N,34.08E
1984-08-01,17.175,0.21,Çorum,Turkey,40.99N,34.08E
1984-09-01,18.18,0.397,Çorum,Turkey,40.99N,34.08E
1984-10-01,12.085999999999999,0.401,Çorum,Turkey,40.99N,34.08E
1984-11-01,6.629,0.268,Çorum,Turkey,40.99N,34.08E
1984-12-01,-0.857,0.505,Çorum,Turkey,40.99N,34.08E
1985-01-01,1.8659999999999999,0.254,Çorum,Turkey,40.99N,34.08E
1985-02-01,-1.83,0.618,Çorum,Turkey,40.99N,34.08E
1985-03-01,2.947,1.104,Çorum,Turkey,40.99N,34.08E
1985-04-01,10.720999999999998,0.247,Çorum,Turkey,40.99N,34.08E
1985-05-01,15.972999999999999,0.204,Çorum,Turkey,40.99N,34.08E
1985-06-01,17.537000000000006,0.45,Çorum,Turkey,40.99N,34.08E
1985-07-01,17.973000000000006,0.353,Çorum,Turkey,40.99N,34.08E
1985-08-01,21.833,0.38799999999999996,Çorum,Turkey,40.99N,34.08E
1985-09-01,15.97,0.253,Çorum,Turkey,40.99N,34.08E
1985-10-01,9.174,0.172,Çorum,Turkey,40.99N,34.08E
1985-11-01,7.402,0.24100000000000002,Çorum,Turkey,40.99N,34.08E
1985-12-01,1.579,0.47100000000000003,Çorum,Turkey,40.99N,34.08E
1986-01-01,2.427,0.396,Çorum,Turkey,40.99N,34.08E
1986-02-01,3.011,0.348,Çorum,Turkey,40.99N,34.08E
1986-03-01,5.517,0.40399999999999997,Çorum,Turkey,40.99N,34.08E
1986-04-01,11.247,0.40700000000000003,Çorum,Turkey,40.99N,34.08E
1986-05-01,11.380999999999998,0.428,Çorum,Turkey,40.99N,34.08E
1986-06-01,17.597,0.247,Çorum,Turkey,40.99N,34.08E
1986-07-01,21.038,0.342,Çorum,Turkey,40.99N,34.08E
1986-08-01,22.525,0.40700000000000003,Çorum,Turkey,40.99N,34.08E
1986-09-01,18.070999999999998,0.45299999999999996,Çorum,Turkey,40.99N,34.08E
1986-10-01,10.311,0.359,Çorum,Turkey,40.99N,34.08E
1986-11-01,3.686,0.483,Çorum,Turkey,40.99N,34.08E
1986-12-01,0.6519999999999999,0.42200000000000004,Çorum,Turkey,40.99N,34.08E
1987-01-01,0.777,0.344,Çorum,Turkey,40.99N,34.08E
1987-02-01,3.363,0.527,Çorum,Turkey,40.99N,34.08E
1987-03-01,0.5540000000000003,0.379,Çorum,Turkey,40.99N,34.08E
1987-04-01,7.696999999999999,0.405,Çorum,Turkey,40.99N,34.08E
1987-05-01,13.552999999999999,0.14800000000000002,Çorum,Turkey,40.99N,34.08E
1987-06-01,16.908,0.16899999999999998,Çorum,Turkey,40.99N,34.08E
1987-07-01,20.649,0.158,Çorum,Turkey,40.99N,34.08E
1987-08-01,18.983,0.311,Çorum,Turkey,40.99N,34.08E
1987-09-01,16.824,0.185,Çorum,Turkey,40.99N,34.08E
1987-10-01,10.354,0.314,Çorum,Turkey,40.99N,34.08E
1987-11-01,5.3740000000000006,0.307,Çorum,Turkey,40.99N,34.08E
1987-12-01,1.598,0.602,Çorum,Turkey,40.99N,34.08E
1988-01-01,0.7390000000000001,0.499,Çorum,Turkey,40.99N,34.08E
1988-02-01,1.974,0.39399999999999996,Çorum,Turkey,40.99N,34.08E
1988-03-01,4.875,0.187,Çorum,Turkey,40.99N,34.08E
1988-04-01,9.793,0.18600000000000003,Çorum,Turkey,40.99N,34.08E
1988-05-01,13.589,0.245,Çorum,Turkey,40.99N,34.08E
1988-06-01,17.256,0.36200000000000004,Çorum,Turkey,40.99N,34.08E
1988-07-01,20.851999999999997,0.19399999999999998,Çorum,Turkey,40.99N,34.08E
1988-08-01,20.5,0.172,Çorum,Turkey,40.99N,34.08E
1988-09-01,16.371000000000002,0.146,Çorum,Turkey,40.99N,34.08E
1988-10-01,10.324000000000002,0.449,Çorum,Turkey,40.99N,34.08E
1988-11-01,2.8710000000000004,0.41600000000000004,Çorum,Turkey,40.99N,34.08E
1988-12-01,1.895,0.31,Çorum,Turkey,40.99N,34.08E
1989-01-01,-3.052,0.384,Çorum,Turkey,40.99N,34.08E
1989-02-01,0.04200000000000004,0.405,Çorum,Turkey,40.99N,34.08E
1989-03-01,7.352,0.51,Çorum,Turkey,40.99N,34.08E
1989-04-01,13.905,0.5489999999999999,Çorum,Turkey,40.99N,34.08E
1989-05-01,14.092,0.368,Çorum,Turkey,40.99N,34.08E
1989-06-01,17.592000000000002,0.33,Çorum,Turkey,40.99N,34.08E
1989-07-01,20.099,0.27,Çorum,Turkey,40.99N,34.08E
1989-08-01,21.805,0.503,Çorum,Turkey,40.99N,34.08E
1989-09-01,16.781000000000002,0.419,Çorum,Turkey,40.99N,34.08E
1989-10-01,10.417,0.449,Çorum,Turkey,40.99N,34.08E
1989-11-01,5.739,0.33399999999999996,Çorum,Turkey,40.99N,34.08E
1989-12-01,0.206,0.183,Çorum,Turkey,40.99N,34.08E
1990-01-01,-2.1830000000000003,0.507,Çorum,Turkey,40.99N,34.08E
1990-02-01,1.702,0.44799999999999995,Çorum,Turkey,40.99N,34.08E
1990-03-01,5.877999999999999,0.568,Çorum,Turkey,40.99N,34.08E
1990-04-01,9.573,0.275,Çorum,Turkey,40.99N,34.08E
1990-05-01,12.633,0.182,Çorum,Turkey,40.99N,34.08E
1990-06-01,17.375999999999998,0.409,Çorum,Turkey,40.99N,34.08E
1990-07-01,20.767,0.155,Çorum,Turkey,40.99N,34.08E
1990-08-01,19.112,0.196,Çorum,Turkey,40.99N,34.08E
1990-09-01,16.043000000000006,0.386,Çorum,Turkey,40.99N,34.08E
1990-10-01,11.545,0.418,Çorum,Turkey,40.99N,34.08E
1990-11-01,8.144,0.628,Çorum,Turkey,40.99N,34.08E
1990-12-01,2.68,0.298,Çorum,Turkey,40.99N,34.08E
1991-01-01,-0.84,0.315,Çorum,Turkey,40.99N,34.08E
1991-02-01,-0.8410000000000002,0.659,Çorum,Turkey,40.99N,34.08E
1991-03-01,5.019,0.596,Çorum,Turkey,40.99N,34.08E
1991-04-01,9.316,0.24600000000000002,Çorum,Turkey,40.99N,34.08E
1991-05-01,13.027,0.41700000000000004,Çorum,Turkey,40.99N,34.08E
1991-06-01,17.745,0.174,Çorum,Turkey,40.99N,34.08E
1991-07-01,21.399,0.326,Çorum,Turkey,40.99N,34.08E
1991-08-01,20.933000000000003,0.423,Çorum,Turkey,40.99N,34.08E
1991-09-01,16.155,0.256,Çorum,Turkey,40.99N,34.08E
1991-10-01,12.384,0.16699999999999998,Çorum,Turkey,40.99N,34.08E
1991-11-01,5.772,0.16,Çorum,Turkey,40.99N,34.08E
1991-12-01,-0.8089999999999999,0.268,Çorum,Turkey,40.99N,34.08E
1992-01-01,-3.2089999999999996,0.853,Çorum,Turkey,40.99N,34.08E
1992-02-01,-2.5460000000000003,0.389,Çorum,Turkey,40.99N,34.08E
1992-03-01,3.7439999999999998,0.509,Çorum,Turkey,40.99N,34.08E
1992-04-01,9.299,0.254,Çorum,Turkey,40.99N,34.08E
1992-05-01,12.78,0.44799999999999995,Çorum,Turkey,40.99N,34.08E
1992-06-01,17.55,0.509,Çorum,Turkey,40.99N,34.08E
1992-07-01,18.765,0.265,Çorum,Turkey,40.99N,34.08E
1992-08-01,21.05,0.29,Çorum,Turkey,40.99N,34.08E
1992-09-01,15.027,0.201,Çorum,Turkey,40.99N,34.08E
1992-10-01,12.99,0.268,Çorum,Turkey,40.99N,34.08E
1992-11-01,4.311,0.294,Çorum,Turkey,40.99N,34.08E
1992-12-01,-1.487,0.701,Çorum,Turkey,40.99N,34.08E
1993-01-01,-3.1790000000000003,0.878,Çorum,Turkey,40.99N,34.08E
1993-02-01,-1.1960000000000002,0.684,Çorum,Turkey,40.99N,34.08E
1993-03-01,4.665,0.40399999999999997,Çorum,Turkey,40.99N,34.08E
1993-04-01,8.572000000000001,0.39799999999999996,Çorum,Turkey,40.99N,34.08E
1993-05-01,13.440999999999999,0.332,Çorum,Turkey,40.99N,34.08E
1993-06-01,17.44,0.316,Çorum,Turkey,40.99N,34.08E
1993-07-01,19.543000000000006,0.295,Çorum,Turkey,40.99N,34.08E
1993-08-01,20.509,0.26,Çorum,Turkey,40.99N,34.08E
1993-09-01,16.639000000000006,0.49,Çorum,Turkey,40.99N,34.08E
1993-10-01,12.218,0.736,Çorum,Turkey,40.99N,34.08E
1993-11-01,2.337,0.408,Çorum,Turkey,40.99N,34.08E
1993-12-01,2.6919999999999997,0.156,Çorum,Turkey,40.99N,34.08E
1994-01-01,1.883,0.365,Çorum,Turkey,40.99N,34.08E
1994-02-01,0.7,0.56,Çorum,Turkey,40.99N,34.08E
1994-03-01,5.295,0.12300000000000001,Çorum,Turkey,40.99N,34.08E
1994-04-01,12.32,0.354,Çorum,Turkey,40.99N,34.08E
1994-05-01,14.558,0.256,Çorum,Turkey,40.99N,34.08E
1994-06-01,17.788,0.32,Çorum,Turkey,40.99N,34.08E
1994-07-01,21.241,0.316,Çorum,Turkey,40.99N,34.08E
1994-08-01,21.149,0.28300000000000003,Çorum,Turkey,40.99N,34.08E
1994-09-01,20.32,0.41100000000000003,Çorum,Turkey,40.99N,34.08E
1994-10-01,13.958,0.349,Çorum,Turkey,40.99N,34.08E
1994-11-01,4.2650000000000015,0.331,Çorum,Turkey,40.99N,34.08E
1994-12-01,-0.784,0.271,Çorum,Turkey,40.99N,34.08E
1995-01-01,1.395,0.35600000000000004,Çorum,Turkey,40.99N,34.08E
1995-02-01,3.1689999999999996,0.35700000000000004,Çorum,Turkey,40.99N,34.08E
1995-03-01,6.271,0.396,Çorum,Turkey,40.99N,34.08E
1995-04-01,8.790999999999999,0.522,Çorum,Turkey,40.99N,34.08E
1995-05-01,15.192,0.434,Çorum,Turkey,40.99N,34.08E
1995-06-01,19.475,0.261,Çorum,Turkey,40.99N,34.08E
1995-07-01,19.91,0.613,Çorum,Turkey,40.99N,34.08E
1995-08-01,21.224,0.273,Çorum,Turkey,40.99N,34.08E
1995-09-01,17.361,0.27399999999999997,Çorum,Turkey,40.99N,34.08E
1995-10-01,9.901,0.267,Çorum,Turkey,40.99N,34.08E
1995-11-01,3.48,0.263,Çorum,Turkey,40.99N,34.08E
1995-12-01,1.354,0.345,Çorum,Turkey,40.99N,34.08E
1996-01-01,0.012000000000000009,0.47200000000000003,Çorum,Turkey,40.99N,34.08E
1996-02-01,2.978,0.626,Çorum,Turkey,40.99N,34.08E
1996-03-01,2.7769999999999997,0.316,Çorum,Turkey,40.99N,34.08E
1996-04-01,7.536999999999999,0.248,Çorum,Turkey,40.99N,34.08E
1996-05-01,15.862,0.445,Çorum,Turkey,40.99N,34.08E
1996-06-01,17.162000000000006,0.581,Çorum,Turkey,40.99N,34.08E
1996-07-01,22.0,0.316,Çorum,Turkey,40.99N,34.08E
1996-08-01,21.051,0.14300000000000002,Çorum,Turkey,40.99N,34.08E
1996-09-01,16.102999999999998,0.271,Çorum,Turkey,40.99N,34.08E
1996-10-01,10.48,0.45299999999999996,Çorum,Turkey,40.99N,34.08E
1996-11-01,6.4079999999999995,0.34700000000000003,Çorum,Turkey,40.99N,34.08E
1996-12-01,4.623,0.177,Çorum,Turkey,40.99N,34.08E
1997-01-01,1.088,0.81,Çorum,Turkey,40.99N,34.08E
1997-02-01,-0.258,0.6609999999999999,Çorum,Turkey,40.99N,34.08E
1997-03-01,2.358,0.8640000000000001,Çorum,Turkey,40.99N,34.08E
1997-04-01,6.908,0.41,Çorum,Turkey,40.99N,34.08E
1997-05-01,15.383,0.5539999999999999,Çorum,Turkey,40.99N,34.08E
1997-06-01,18.008000000000006,0.44799999999999995,Çorum,Turkey,40.99N,34.08E
1997-07-01,20.544,0.307,Çorum,Turkey,40.99N,34.08E
1997-08-01,19.657,0.337,Çorum,Turkey,40.99N,34.08E
1997-09-01,13.818,0.306,Çorum,Turkey,40.99N,34.08E
1997-10-01,11.258,0.28600000000000003,Çorum,Turkey,40.99N,34.08E
1997-11-01,5.627000000000002,0.24600000000000002,Çorum,Turkey,40.99N,34.08E
1997-12-01,1.975,0.165,Çorum,Turkey,40.99N,34.08E
1998-01-01,0.58,0.251,Çorum,Turkey,40.99N,34.08E
1998-02-01,1.314,0.228,Çorum,Turkey,40.99N,34.08E
1998-03-01,3.6189999999999998,0.29100000000000004,Çorum,Turkey,40.99N,34.08E
1998-04-01,12.377,0.272,Çorum,Turkey,40.99N,34.08E
1998-05-01,14.661,0.183,Çorum,Turkey,40.99N,34.08E
1998-06-01,18.742,0.47700000000000004,Çorum,Turkey,40.99N,34.08E
1998-07-01,21.706999999999997,0.29600000000000004,Çorum,Turkey,40.99N,34.08E
1998-08-01,22.249,0.292,Çorum,Turkey,40.99N,34.08E
1998-09-01,17.37,0.292,Çorum,Turkey,40.99N,34.08E
1998-10-01,12.652999999999999,0.34299999999999997,Çorum,Turkey,40.99N,34.08E
1998-11-01,6.8870000000000005,0.39,Çorum,Turkey,40.99N,34.08E
1998-12-01,2.217,0.47200000000000003,Çorum,Turkey,40.99N,34.08E
1999-01-01,1.6580000000000001,0.488,Çorum,Turkey,40.99N,34.08E
1999-02-01,2.6839999999999997,0.6890000000000001,Çorum,Turkey,40.99N,34.08E
1999-03-01,5.712999999999999,0.33799999999999997,Çorum,Turkey,40.99N,34.08E
1999-04-01,10.502,0.534,Çorum,Turkey,40.99N,34.08E
1999-05-01,14.117,0.649,Çorum,Turkey,40.99N,34.08E
1999-06-01,18.75,0.469,Çorum,Turkey,40.99N,34.08E
1999-07-01,22.101000000000006,0.28,Çorum,Turkey,40.99N,34.08E
1999-08-01,22.008000000000003,0.451,Çorum,Turkey,40.99N,34.08E
1999-09-01,17.442,0.441,Çorum,Turkey,40.99N,34.08E
1999-10-01,11.790999999999999,0.282,Çorum,Turkey,40.99N,34.08E
1999-11-01,5.077,0.282,Çorum,Turkey,40.99N,34.08E
1999-12-01,3.343,0.366,Çorum,Turkey,40.99N,34.08E
2000-01-01,-3.1710000000000003,1.063,Çorum,Turkey,40.99N,34.08E
2000-02-01,-0.5180000000000002,0.6809999999999999,Çorum,Turkey,40.99N,34.08E
2000-03-01,3.5469999999999997,0.648,Çorum,Turkey,40.99N,34.08E
2000-04-01,11.819,0.249,Çorum,Turkey,40.99N,34.08E
2000-05-01,13.610999999999999,0.695,Çorum,Turkey,40.99N,34.08E
2000-06-01,17.330000000000002,0.365,Çorum,Turkey,40.99N,34.08E
2000-07-01,22.948,0.25,Çorum,Turkey,40.99N,34.08E
2000-08-01,20.744,0.465,Çorum,Turkey,40.99N,34.08E
2000-09-01,17.340999999999998,0.305,Çorum,Turkey,40.99N,34.08E
2000-10-01,10.542,0.287,Çorum,Turkey,40.99N,34.08E
2000-11-01,7.062,0.47200000000000003,Çorum,Turkey,40.99N,34.08E
2000-12-01,1.505,0.58,Çorum,Turkey,40.99N,34.08E
2001-01-01,1.7029999999999998,0.316,Çorum,Turkey,40.99N,34.08E
2001-02-01,3.047,0.17800000000000002,Çorum,Turkey,40.99N,34.08E
2001-03-01,9.487,0.324,Çorum,Turkey,40.99N,34.08E
2001-04-01,10.997,0.168,Çorum,Turkey,40.99N,34.08E
2001-05-01,13.347,0.307,Çorum,Turkey,40.99N,34.08E
2001-06-01,19.034,0.603,Çorum,Turkey,40.99N,34.08E
2001-07-01,23.433000000000003,0.511,Çorum,Turkey,40.99N,34.08E
2001-08-01,22.633000000000006,0.335,Çorum,Turkey,40.99N,34.08E
2001-09-01,18.988,0.344,Çorum,Turkey,40.99N,34.08E
2001-10-01,11.312,0.139,Çorum,Turkey,40.99N,34.08E
2001-11-01,5.763999999999999,0.20600000000000002,Çorum,Turkey,40.99N,34.08E
2001-12-01,0.9840000000000001,0.376,Çorum,Turkey,40.99N,34.08E
2002-01-01,-3.346,1.3,Çorum,Turkey,40.99N,34.08E
2002-02-01,3.688,0.561,Çorum,Turkey,40.99N,34.08E
2002-03-01,7.37,0.284,Çorum,Turkey,40.99N,34.08E
2002-04-01,8.879,0.29,Çorum,Turkey,40.99N,34.08E
2002-05-01,14.352,0.307,Çorum,Turkey,40.99N,34.08E
2002-06-01,18.632,0.21600000000000003,Çorum,Turkey,40.99N,34.08E
2002-07-01,22.91,0.39399999999999996,Çorum,Turkey,40.99N,34.08E
2002-08-01,20.776999999999997,0.363,Çorum,Turkey,40.99N,34.08E
2002-09-01,17.552,0.354,Çorum,Turkey,40.99N,34.08E
2002-10-01,12.308,0.44,Çorum,Turkey,40.99N,34.08E
2002-11-01,6.9030000000000005,0.28300000000000003,Çorum,Turkey,40.99N,34.08E
2002-12-01,-1.442,0.743,Çorum,Turkey,40.99N,34.08E
2003-01-01,3.228,0.364,Çorum,Turkey,40.99N,34.08E
2003-02-01,-0.6430000000000002,0.223,Çorum,Turkey,40.99N,34.08E
2003-03-01,1.81,0.369,Çorum,Turkey,40.99N,34.08E
2003-04-01,8.299999999999999,0.501,Çorum,Turkey,40.99N,34.08E
2003-05-01,16.046,0.379,Çorum,Turkey,40.99N,34.08E
2003-06-01,18.611,0.5529999999999999,Çorum,Turkey,40.99N,34.08E
2003-07-01,21.176,0.6990000000000001,Çorum,Turkey,40.99N,34.08E
2003-08-01,21.486,0.441,Çorum,Turkey,40.99N,34.08E
2003-09-01,16.238000000000003,0.331,Çorum,Turkey,40.99N,34.08E
2003-10-01,12.737,0.426,Çorum,Turkey,40.99N,34.08E
2003-11-01,5.992000000000001,0.485,Çorum,Turkey,40.99N,34.08E
2003-12-01,0.8440000000000001,0.486,Çorum,Turkey,40.99N,34.08E
2004-01-01,-0.075,0.29600000000000004,Çorum,Turkey,40.99N,34.08E
2004-02-01,1.732,0.5870000000000001,Çorum,Turkey,40.99N,34.08E
2004-03-01,5.346,0.605,Çorum,Turkey,40.99N,34.08E
2004-04-01,9.671,0.498,Çorum,Turkey,40.99N,34.08E
2004-05-01,13.690999999999999,0.152,Çorum,Turkey,40.99N,34.08E
2004-06-01,17.55,0.509,Çorum,Turkey,40.99N,34.08E
2004-07-01,20.221,0.16699999999999998,Çorum,Turkey,40.99N,34.08E
2004-08-01,20.923,0.365,Çorum,Turkey,40.99N,34.08E
2004-09-01,16.834000000000003,0.431,Çorum,Turkey,40.99N,34.08E
2004-10-01,12.142999999999999,0.514,Çorum,Turkey,40.99N,34.08E
2004-11-01,5.772,0.428,Çorum,Turkey,40.99N,34.08E
2004-12-01,0.765,0.428,Çorum,Turkey,40.99N,34.08E
2005-01-01,1.786,0.255,Çorum,Turkey,40.99N,34.08E
2005-02-01,1.737,0.415,Çorum,Turkey,40.99N,34.08E
2005-03-01,4.273,0.504,Çorum,Turkey,40.99N,34.08E
2005-04-01,10.034999999999998,0.264,Çorum,Turkey,40.99N,34.08E
2005-05-01,14.602,0.22699999999999998,Çorum,Turkey,40.99N,34.08E
2005-06-01,17.412000000000006,0.382,Çorum,Turkey,40.99N,34.08E
2005-07-01,22.141,0.45799999999999996,Çorum,Turkey,40.99N,34.08E
2005-08-01,22.84,0.27399999999999997,Çorum,Turkey,40.99N,34.08E
2005-09-01,17.445999999999998,0.215,Çorum,Turkey,40.99N,34.08E
2005-10-01,10.042,0.157,Çorum,Turkey,40.99N,34.08E
2005-11-01,5.167000000000001,0.29,Çorum,Turkey,40.99N,34.08E
2005-12-01,1.875,0.309,Çorum,Turkey,40.99N,34.08E
2006-01-01,-2.15,0.8809999999999999,Çorum,Turkey,40.99N,34.08E
2006-02-01,0.17299999999999982,0.662,Çorum,Turkey,40.99N,34.08E
2006-03-01,6.441,0.363,Çorum,Turkey,40.99N,34.08E
2006-04-01,10.457999999999998,0.292,Çorum,Turkey,40.99N,34.08E
2006-05-01,14.237,0.193,Çorum,Turkey,40.99N,34.08E
2006-06-01,19.26,0.324,Çorum,Turkey,40.99N,34.08E
2006-07-01,20.500999999999998,0.524,Çorum,Turkey,40.99N,34.08E
2006-08-01,24.268,0.593,Çorum,Turkey,40.99N,34.08E
2006-09-01,16.935000000000002,0.307,Çorum,Turkey,40.99N,34.08E
2006-10-01,12.492,0.361,Çorum,Turkey,40.99N,34.08E
2006-11-01,4.409000000000002,0.24600000000000002,Çorum,Turkey,40.99N,34.08E
2006-12-01,-0.2350000000000001,0.48100000000000004,Çorum,Turkey,40.99N,34.08E
2007-01-01,1.431,0.282,Çorum,Turkey,40.99N,34.08E
2007-02-01,1.4080000000000001,0.452,Çorum,Turkey,40.99N,34.08E
2007-03-01,5.756,0.172,Çorum,Turkey,40.99N,34.08E
2007-04-01,7.464999999999999,0.6809999999999999,Çorum,Turkey,40.99N,34.08E
2007-05-01,17.147000000000002,0.598,Çorum,Turkey,40.99N,34.08E
2007-06-01,20.167,0.294,Çorum,Turkey,40.99N,34.08E
2007-07-01,22.825000000000006,0.41700000000000004,Çorum,Turkey,40.99N,34.08E
2007-08-01,23.285,0.306,Çorum,Turkey,40.99N,34.08E
2007-09-01,18.355,0.376,Çorum,Turkey,40.99N,34.08E
2007-10-01,13.042,0.18899999999999997,Çorum,Turkey,40.99N,34.08E
2007-11-01,5.1530000000000005,0.605,Çorum,Turkey,40.99N,34.08E
2007-12-01,0.8370000000000001,0.21100000000000002,Çorum,Turkey,40.99N,34.08E
2008-01-01,-4.298,0.777,Çorum,Turkey,40.99N,34.08E
2008-02-01,-1.225,0.8440000000000001,Çorum,Turkey,40.99N,34.08E
2008-03-01,8.625,0.475,Çorum,Turkey,40.99N,34.08E
2008-04-01,12.238,0.183,Çorum,Turkey,40.99N,34.08E
2008-05-01,13.831,0.19699999999999998,Çorum,Turkey,40.99N,34.08E
2008-06-01,19.028,0.35600000000000004,Çorum,Turkey,40.99N,34.08E
2008-07-01,22.035999999999998,0.38,Çorum,Turkey,40.99N,34.08E
2008-08-01,23.337,0.465,Çorum,Turkey,40.99N,34.08E
2008-09-01,17.895000000000003,0.483,Çorum,Turkey,40.99N,34.08E
2008-10-01,12.022,0.293,Çorum,Turkey,40.99N,34.08E
2008-11-01,6.9380000000000015,0.147,Çorum,Turkey,40.99N,34.08E
2008-12-01,0.5030000000000001,0.431,Çorum,Turkey,40.99N,34.08E
2009-01-01,0.706,0.509,Çorum,Turkey,40.99N,34.08E
2009-02-01,3.464,0.419,Çorum,Turkey,40.99N,34.08E
2009-03-01,4.7330000000000005,0.313,Çorum,Turkey,40.99N,34.08E
2009-04-01,8.895,0.354,Çorum,Turkey,40.99N,34.08E
2009-05-01,14.014,0.257,Çorum,Turkey,40.99N,34.08E
2009-06-01,19.618,0.452,Çorum,Turkey,40.99N,34.08E
2009-07-01,21.465999999999998,0.6759999999999999,Çorum,Turkey,40.99N,34.08E
2009-08-01,20.169,0.706,Çorum,Turkey,40.99N,34.08E
2009-09-01,16.605999999999998,0.38,Çorum,Turkey,40.99N,34.08E
2009-10-01,14.186,0.151,Çorum,Turkey,40.99N,34.08E
2009-11-01,6.059,0.557,Çorum,Turkey,40.99N,34.08E
2009-12-01,4.1080000000000005,0.318,Çorum,Turkey,40.99N,34.08E
2010-01-01,2.003,0.34,Çorum,Turkey,40.99N,34.08E
2010-02-01,5.252000000000001,0.41700000000000004,Çorum,Turkey,40.99N,34.08E
2010-03-01,6.417000000000001,0.28800000000000003,Çorum,Turkey,40.99N,34.08E
2010-04-01,9.893,0.29,Çorum,Turkey,40.99N,34.08E
2010-05-01,15.474,0.439,Çorum,Turkey,40.99N,34.08E
2010-06-01,19.639000000000006,0.508,Çorum,Turkey,40.99N,34.08E
2010-07-01,22.979,0.444,Çorum,Turkey,40.99N,34.08E
2010-08-01,24.576999999999998,0.414,Çorum,Turkey,40.99N,34.08E
2010-09-01,19.449,0.551,Çorum,Turkey,40.99N,34.08E
2010-10-01,10.612,0.32,Çorum,Turkey,40.99N,34.08E
2010-11-01,9.065,0.611,Çorum,Turkey,40.99N,34.08E
2010-12-01,4.348,0.436,Çorum,Turkey,40.99N,34.08E
