09,1.964,Lleida,Spain,40.99N,0.00W
2008-03-01,26.565,0.371,Loa Janan,Indonesia,0.80S,116.52E
2008-04-01,26.587,0.16699999999999998,Loa Janan,Indonesia,0.80S,116.52E
2008-05-01,27.263,0.19699999999999998,Loa Janan,Indonesia,0.80S,116.52E
2008-06-01,26.694000000000003,0.22399999999999998,Loa Janan,Indonesia,0.80S,116.52E
2008-07-01,26.436,0.13,Loa Janan,Indonesia,0.80S,116.52E
2008-08-01,26.623,0.171,Loa Janan,Indonesia,0.80S,116.52E
2008-09-01,27.269,0.15,Loa Janan,Indonesia,0.80S,116.52E
2008-10-01,27.046,0.27399999999999997,Loa Janan,Indonesia,0.80S,116.52E
2008-11-01,27.15,0.16699999999999998,Loa Janan,Indonesia,0.80S,116.52E
2008-12-01,26.695999999999998,0.213,Loa Janan,Indonesia,0.80S,116.52E
2009-01-01,26.725,0.239,Loa Janan,Indonesia,0.80S,116.52E
2009-02-01,26.826,0.20800000000000002,Loa Janan,Indonesia,0.80S,116.52E
2009-03-01,26.99,0.326,Loa Janan,Indonesia,0.80S,116.52E
2009-04-01,27.204,0.184,Loa Janan,Indonesia,0.80S,116.52E
2009-05-01,27.699,0.271,Loa Janan,Indonesia,0.80S,116.52E
2009-06-01,27.622,0.25,Loa Janan,Indonesia,0.80S,116.52E
2009-07-01,27.259,0.389,Loa Janan,Indonesia,0.80S,116.52E
2009-08-01,27.984,0.251,Loa Janan,Indonesia,0.80S,116.52E
2009-09-01,28.554,0.132,Loa Janan,Indonesia,0.80S,116.52E
2009-10-01,27.565,0.23600000000000002,Loa Janan,Indonesia,0.80S,116.52E
2009-11-01,27.522,0.355,Loa Janan,Indonesia,0.80S,116.52E
2009-12-01,27.122,0.29600000000000004,Loa Janan,Indonesia,0.80S,116.52E
2010-01-01,27.044,0.21,Loa Janan,Indonesia,0.80S,116.52E
2010-02-01,28.133000000000003,0.5,Loa Janan,Indonesia,0.80S,116.52E
2010-03-01,27.849,0.365,Loa Janan,Indonesia,0.80S,116.52E
2010-04-01,27.489,0.374,Loa Janan,Indonesia,0.80S,116.52E
2010-05-01,27.776999999999997,0.28,Loa Janan,Indonesia,0.80S,116.52E
2010-06-01,27.185,0.261,Loa Janan,Indonesia,0.80S,116.52E
2010-07-01,26.897,0.275,Loa Janan,Indonesia,0.80S,116.52E
2010-08-01,27.163,0.303,Loa Janan,Indonesia,0.80S,116.52E
2010-09-01,27.109,0.222,Loa Janan,Indonesia,0.80S,116.52E
2010-10-01,27.191,0.13699999999999998,Loa Janan,Indonesia,0.80S,116.52E
2010-11-01,27.122,0.285,Loa Janan,Indonesia,0.80S,116.52E
2010-12-01,26.795,0.292,Loa Janan,Indonesia,0.80S,116.52E
2011-01-01,26.646,0.34600000000000003,Loa Janan,Indonesia,0.80S,116.52E
2011-02-01,26.744,0.19,Loa Janan,Indonesia,0.80S,116.52E
2011-03-01,26.698,0.326,Loa Janan,Indonesia,0.80S,116.52E
2011-04-01,26.689,0.405,Loa Janan,Indonesia,0.80S,116.52E
2011-05-01,27.526999999999997,0.28300000000000003,Loa Janan,Indonesia,0.80S,116.52E
2011-06-01,27.203000000000003,0.3,Loa Janan,Indonesia,0.80S,116.52E
2011-07-01,27.046,0.281,Loa Janan,Indonesia,0.80S,116.52E
2011-08-01,27.717,0.209,Loa Janan,Indonesia,0.80S,116.52E
2011-09-01,27.385,0.19399999999999998,Loa Janan,Indonesia,0.80S,116.52E
2011-10-01,27.112,0.213,Loa Janan,Indonesia,0.80S,116.52E
2011-11-01,27.273000000000003,0.27,Loa Janan,Indonesia,0.80S,116.52E
2011-12-01,26.836,0.315,Loa Janan,Indonesia,0.80S,116.52E
2012-01-01,26.651,0.48100000000000004,Loa Janan,Indonesia,0.80S,116.52E
2012-02-01,26.869,0.336,Loa Janan,Indonesia,0.80S,116.52E
2012-03-01,27.159,0.14800000000000002,Loa Janan,Indonesia,0.80S,116.52E
2012-04-01,26.956999999999997,0.27,Loa Janan,Indonesia,0.80S,116.52E
2012-05-01,27.399,0.171,Loa Janan,Indonesia,0.80S,116.52E
2012-06-01,27.252,0.28,Loa Janan,Indonesia,0.80S,116.52E
2012-07-01,26.384,0.8740000000000001,Loa Janan,Indonesia,0.80S,116.52E
2012-08-01,27.211,0.384,Loa Janan,Indonesia,0.80S,116.52E
2012-09-01,27.581000000000003,0.34299999999999997,Loa Janan,Indonesia,0.80S,116.52E
2012-10-01,27.581,0.361,Loa Janan,Indonesia,0.80S,116.52E
2012-11-01,27.656999999999996,0.32799999999999996,Loa Janan,Indonesia,0.80S,116.52E
2012-12-01,27.298,0.48700000000000004,Loa Janan,Indonesia,0.80S,116.52E
2013-01-01,27.398000000000003,0.535,Loa Janan,Indonesia,0.80S,116.52E
2013-02-01,26.949,0.731,Loa Janan,Indonesia,0.80S,116.52E
2013-03-01,27.739,0.268,Loa Janan,Indonesia,0.80S,116.52E
2013-04-01,27.404,0.389,Loa Janan,Indonesia,0.80S,116.52E
2013-05-01,27.269,0.287,Loa Janan,Indonesia,0.80S,116.52E
2013-06-01,27.853,0.271,Loa Janan,Indonesia,0.80S,116.52E
2013-07-01,26.94,0.366,Loa Janan,Indonesia,0.80S,116.52E
2013-08-01,27.01,0.36700000000000005,Loa Janan,Indonesia,0.80S,116.52E
2013-09-01,,,Loa Janan,Indonesia,0.80S,116.52E
1857-04-01,24.625,1.375,Lobito,Angola,12.05S,13.15E
1857-05-01,23.085,1.496,Lobito,Angola,12.05S,13.15E
1857-06-01,,,Lobito,Angola,12.05S,13.15E
1857-07-01,,,Lobito,Angola,12.05S,13.15E
1857-08-01,18.803,1.248,Lobito,Angola,12.05S,13.15E
1857-09-01,19.377,1.146,Lobito,Angola,12.05S,13.15E
1857-10-01,20.570999999999998,1.22,Lobito,Angola,12.05S,13.15E
1857-11-01,22.540000000000006,1.338,Lobito,Angola,12.05S,13.15E
1857-12-01,23.636999999999997,1.4469999999999998,Lobito,Angola,12.05S,13.15E
1858-01-01,24.526,1.881,Lobito,Angola,12.05S,13.15E
1858-02-01,24.828000000000003,1.4269999999999998,Lobito,Angola,12.05S,13.15E
1858-03-01,25.897,1.5119999999999998,Lobito,Angola,12.05S,13.15E
1858-04-01,26.281,1.493,Lobito,Angola,12.05S,13.15E
1858-05-01,23.879,1.605,Lobito,Angola,12.05S,13.15E
1858-06-01,,,Lobito,Angola,12.05S,13.15E
1858-07-01,18.988,1.4280000000000002,Lobito,Angola,12.05S,13.15E
1858-08-01,,,Lobito,Angola,12.05S,13.15E
1858-09-01,19.375,1.181,Lobito,Angola,12.05S,13.15E
1858-10-01,21.108,1.206,Lobito,Angola,12.05S,13.15E
1858-11-01,,,Lobito,Angola,12.05S,13.15E
1858-12-01,,,Lobito,Angola,12.05S,13.15E
1859-01-01,24.372,1.4509999999999998,Lobito,Angola,12.05S,13.15E
1859-02-01,,,Lobito,Angola,12.05S,13.15E
1859-03-01,,,Lobito,Angola,12.05S,13.15E
1859-04-01,26.351999999999997,1.462,Lobito,Angola,12.05S,13.15E
1859-05-01,24.335,1.5019999999999998,Lobito,Angola,12.05S,13.15E
1859-06-01,21.51,1.538,Lobito,Angola,12.05S,13.15E
1859-07-01,19.444000000000003,1.4269999999999998,Lobito,Angola,12.05S,13.15E
1859-08-01,19.021,1.242,Lobito,Angola,12.05S,13.15E
1859-09-01,19.455,1.12,Lobito,Angola,12.05S,13.15E
1859-10-01,21.180999999999997,1.28,Lobito,Angola,12.05S,13.15E
1859-11-01,22.761999999999997,1.601,Lobito,Angola,12.05S,13.15E
1859-12-01,23.554,1.71,Lobito,Angola,12.05S,13.15E
1860-01-01,24.423,1.4240000000000002,Lobito,Angola,12.05S,13.15E
1860-02-01,25.245,1.4169999999999998,Lobito,Angola,12.05S,13.15E
1860-03-01,25.249000000000002,1.383,Lobito,Angola,12.05S,13.15E
1860-04-01,,,Lobito,Angola,12.05S,13.15E
1860-05-01,23.851,1.464,Lobito,Angola,12.05S,13.15E
1860-06-01,21.548000000000002,1.508,Lobito,Angola,12.05S,13.15E
1860-07-01,19.758,1.3980000000000001,Lobito,Angola,12.05S,13.15E
1860-08-01,,,Lobito,Angola,12.05S,13.15E
1860-09-01,,,Lobito,Angola,12.05S,13.15E
1860-10-01,21.295,1.176,Lobito,Angola,12.05S,13.15E
1860-11-01,22.214,1.32,Lobito,Angola,12.05S,13.15E
1860-12-01,22.221999999999998,1.459,Lobito,Angola,12.05S,13.15E
1861-01-01,22.822,1.6340000000000001,Lobito,Angola,12.05S,13.15E
1861-02-01,24.614,1.436,Lobito,Angola,12.05S,13.15E
1861-03-01,25.916999999999998,1.354,Lobito,Angola,12.05S,13.15E
1861-04-01,25.522,1.464,Lobito,Angola,12.05S,13.15E
1861-05-01,23.628,1.479,Lobito,Angola,12.05S,13.15E
1861-06-01,21.41,1.63,Lobito,Angola,12.05S,13.15E
1861-07-01,19.68,1.423,Lobito,Angola,12.05S,13.15E
1861-08-01,19.296000000000006,1.2329999999999999,Lobito,Angola,12.05S,13.15E
1861-09-01,,,Lobito,Angola,12.05S,13.15E
1861-10-01,,,Lobito,Angola,12.05S,13.15E
1861-11-01,22.744000000000003,1.599,Lobito,Angola,12.05S,13.15E
1861-12-01,23.359,1.703,Lobito,Angola,12.05S,13.15E
1862-01-01,23.101999999999997,1.556,Lobito,Angola,12.05S,13.15E
1862-02-01,24.061999999999998,1.486,Lobito,Angola,12.05S,13.15E
1862-03-01,25.855999999999998,1.3719999999999999,Lobito,Angola,12.05S,13.15E
1862-04-01,25.516,1.416,Lobito,Angola,12.05S,13.15E
1862-05-01,,,Lobito,Angola,12.05S,13.15E
1862-06-01,,,Lobito,Angola,12.05S,13.15E
1862-07-01,,,Lobito,Angola,12.05S,13.15E
1862-08-01,,,Lobito,Angola,12.05S,13.15E
1862-09-01,,,Lobito,Angola,12.05S,13.15E
1862-10-01,,,Lobito,Angola,12.05S,13.15E
1862-11-01,,,Lobito,Angola,12.05S,13.15E
1862-12-01,,,Lobito,Angola,12.05S,13.15E
1863-01-01,,,Lobito,Angola,12.05S,13.15E
1863-02-01,,,Lobito,Angola,12.05S,13.15E
1863-03-01,,,Lobito,Angola,12.05S,13.15E
1863-04-01,,,Lobito,Angola,12.05S,13.15E
1863-05-01,,,Lobito,Angola,12.05S,13.15E
1863-06-01,,,Lobito,Angola,12.05S,13.15E
1863-07-01,,,Lobito,Angola,12.05S,13.15E
1863-08-01,,,Lobito,Angola,12.05S,13.15E
1863-09-01,,,Lobito,Angola,12.05S,13.15E
1863-10-01,,,Lobito,Angola,12.05S,13.15E
1863-11-01,,,Lobito,Angola,12.05S,13.15E
1863-12-01,,,Lobito,Angola,12.05S,13.15E
1864-01-01,,,Lobito,Angola,12.05S,13.15E
1864-02-01,,,Lobito,Angola,12.05S,13.15E
1864-03-01,,,Lobito,Angola,12.05S,13.15E
1864-04-01,,,Lobito,Angola,12.05S,13.15E
1864-05-01,,,Lobito,Angola,12.05S,13.15E
1864-06-01,,,Lobito,Angola,12.05S,13.15E
1864-07-01,,,Lobito,Angola,12.05S,13.15E
1864-08-01,,,Lobito,Angola,12.05S,13.15E
1864-09-01,,,Lobito,Angola,12.05S,13.15E
1864-10-01,,,Lobito,Angola,12.05S,13.15E
1864-11-01,,,Lobito,Angola,12.05S,13.15E
1864-12-01,,,Lobito,Angola,12.05S,13.15E
1865-01-01,,,Lobito,Angola,12.05S,13.15E
1865-02-01,,,Lobito,Angola,12.05S,13.15E
1865-03-01,,,Lobito,Angola,12.05S,13.15E
1865-04-01,,,Lobito,Angola,12.05S,13.15E
1865-05-01,,,Lobito,Angola,12.05S,13.15E
1865-06-01,,,Lobito,Angola,12.05S,13.15E
1865-07-01,,,Lobito,Angola,12.05S,13.15E
1865-08-01,,,Lobito,Angola,12.05S,13.15E
1865-09-01,,,Lobito,Angola,12.05S,13.15E
1865-10-01,,,Lobito,Angola,12.05S,13.15E
1865-11-01,,,Lobito,Angola,12.05S,13.15E
1865-12-01,,,Lobito,Angola,12.05S,13.15E
1866-01-01,,,Lobito,Angola,12.05S,13.15E
1866-02-01,,,Lobito,Angola,12.05S,13.15E
1866-03-01,,,Lobito,Angola,12.05S,13.15E
1866-04-01,,,Lobito,Angola,12.05S,13.15E
1866-05-01,,,Lobito,Angola,12.05S,13.15E
1866-06-01,,,Lobito,Angola,12.05S,13.15E
1866-07-01,,,Lobito,Angola,12.05S,13.15E
1866-08-01,,,Lobito,Angola,12.05S,13.15E
1866-09-01,,,Lobito,Angola,12.05S,13.15E
1866-10-01,,,Lobito,Angola,12.05S,13.15E
1866-11-01,,,Lobito,Angola,12.05S,13.15E
1866-12-01,,,Lobito,Angola,12.05S,13.15E
1867-01-01,,,Lobito,Angola,12.05S,13.15E
1867-02-01,,,Lobito,Angola,12.05S,13.15E
1867-03-01,,,Lobito,Angola,12.05S,13.15E
1867-04-01,,,Lobito,Angola,12.05S,13.15E
1867-05-01,,,Lobito,Angola,12.05S,13.15E
1867-06-01,,,Lobito,Angola,12.05S,13.15E
1867-07-01,,,Lobito,Angola,12.05S,13.15E
1867-08-01,,,Lobito,Angola,12.05S,13.15E
1867-09-01,,,Lobito,Angola,12.05S,13.15E
1867-10-01,,,Lobito,Angola,12.05S,13.15E
1867-11-01,,,Lobito,Angola,12.05S,13.15E
1867-12-01,,,Lobito,Angola,12.05S,13.15E
1868-01-01,,,Lobito,Angola,12.05S,13.15E
1868-02-01,,,Lobito,Angola,12.05S,13.15E
1868-03-01,,,Lobito,Angola,12.05S,13.15E
1868-04-01,,,Lobito,Angola,12.05S,13.15E
1868-05-01,,,Lobito,Angola,12.05S,13.15E
1868-06-01,,,Lobito,Angola,12.05S,13.15E
1868-07-01,,,Lobito,Angola,12.05S,13.15E
1868-08-01,,,Lobito,Angola,12.05S,13.15E
1868-09-01,,,Lobito,Angola,12.05S,13.15E
1868-10-01,,,Lobito,Angola,12.05S,13.15E
1868-11-01,,,Lobito,Angola,12.05S,13.15E
1868-12-01,,,Lobito,Angola,12.05S,13.15E
1869-01-01,,,Lobito,Angola,12.05S,13.15E
1869-02-01,,,Lobito,Angola,12.05S,13.15E
1869-03-01,,,Lobito,Angola,12.05S,13.15E
1869-04-01,,,Lobito,Angola,12.05S,13.15E
1869-05-01,,,Lobito,Angola,12.05S,13.15E
1869-06-01,,,Lobito,Angola,12.05S,13.15E
1869-07-01,,,Lobito,Angola,12.05S,13.15E
1869-08-01,,,Lobito,Angola,12.05S,13.15E
1869-09-01,,,Lobito,Angola,12.05S,13.15E
1869-10-01,,,Lobito,Angola,12.05S,13.15E
1869-11-01,,,Lobito,Angola,12.05S,13.15E
1869-12-01,,,Lobito,Angola,12.05S,13.15E
1870-01-01,,,Lobito,Angola,12.05S,13.15E
1870-02-01,,,Lobito,Angola,12.05S,13.15E
1870-03-01,,,Lobito,Angola,12.05S,13.15E
1870-04-01,,,Lobito,Angola,12.05S,13.15E
1870-05-01,,,Lobito,Angola,12.05S,13.15E
1870-06-01,,,Lobito,Angola,12.05S,13.15E
1870-07-01,,,Lobito,Angola,12.05S,13.15E
1870-08-01,,,Lobito,Angola,12.05S,13.15E
1870-09-01,,,Lobito,Angola,12.05S,13.15E
1870-10-01,,,Lobito,Angola,12.05S,13.15E
1870-11-01,,,Lobito,Angola,12.05S,13.15E
1870-12-01,,,Lobito,Angola,12.05S,13.15E
1871-01-01,,,Lobito,Angola,12.05S,13.15E
1871-02-01,,,Lobito,Angola,12.05S,13.15E
1871-03-01,,,Lobito,Angola,12.05S,13.15E
1871-04-01,,,Lobito,Angola,12.05S,13.15E
1871-05-01,,,Lobito,Angola,12.05S,13.15E
1871-06-01,,,Lobito,Angola,12.05S,13.15E
1871-07-01,,,Lobito,Angola,12.05S,13.15E
1871-08-01,,,Lobito,Angola,12.05S,13.15E
1871-09-01,,,Lobito,Angola,12.05S,13.15E
1871-10-01,,,Lobito,Angola,12.05S,13.15E
1871-11-01,,,Lobito,Angola,12.05S,13.15E
1871-12-01,,,Lobito,Angola,12.05S,13.15E
1872-01-01,,,Lobito,Angola,12.05S,13.15E
1872-02-01,,,Lobito,Angola,12.05S,13.15E
1872-03-01,,,Lobito,Angola,12.05S,13.15E
1872-04-01,,,Lobito,Angola,12.05S,13.15E
1872-05-01,,,Lobito,Angola,12.05S,13.15E
1872-06-01,,,Lobito,Angola,12.05S,13.15E
1872-07-01,,,Lobito,Angola,12.05S,13.15E
1872-08-01,,,Lobito,Angola,12.05S,13.15E
1872-09-01,,,Lobito,Angola,12.05S,13.15E
1872-10-01,,,Lobito,Angola,12.05S,13.15E
1872-11-01,,,Lobito,Angola,12.05S,13.15E
1872-12-01,,,Lobito,Angola,12.05S,13.15E
1873-01-01,,,Lobito,Angola,12.05S,13.15E
1873-02-01,,,Lobito,Angola,12.05S,13.15E
1873-03-01,26.069000000000003,1.319,Lobito,Angola,12.05S,13.15E
1873-04-01,,,Lobito,Angola,12.05S,13.15E
1873-05-01,24.314,1.393,Lobito,Angola,12.05S,13.15E
1873-06-01,22.081,1.402,Lobito,Angola,12.05S,13.15E
1873-07-01,20.25,1.3559999999999999,Lobito,Angola,12.05S,13.15E
1873-08-01,19.65,1.175,Lobito,Angola,12.05S,13.15E
1873-09-01,20.033,1.273,Lobito,Angola,12.05S,13.15E
1873-10-01,21.449,1.158,Lobito,Angola,12.05S,13.15E
1873-11-01,,,Lobito,Angola,12.05S,13.15E
1873-12-01,23.997,1.3780000000000001,Lobito,Angola,12.05S,13.15E
1874-01-01,24.71,1.465,Lobito,Angola,12.05S,13.15E
1874-02-01,25.339000000000002,1.367,Lobito,Angola,12.05S,13.15E
1874-03-01,25.663,1.423,Lobito,Angola,12.05S,13.15E
1874-04-01,25.803,1.318,Lobito,Angola,12.05S,13.15E
1874-05-01,23.943,1.4669999999999999,Lobito,Angola,12.05S,13.15E
1874-06-01,,,Lobito,Angola,12.05S,13.15E
1874-07-01,19.645,1.2890000000000001,Lobito,Angola,12.05S,13.15E
1874-08-01,19.398,1.146,Lobito,Angola,12.05S,13.15E
1874-09-01,20.340999999999998,1.033,Lobito,Angola,12.05S,13.15E
1874-10-01,21.458,1.113,Lobito,Angola,12.05S,13.15E
1874-11-01,22.756999999999998,1.273,Lobito,Angola,12.05S,13.15E
1874-12-01,23.729,1.334,Lobito,Angola,12.05S,13.15E
1875-01-01,23.701,1.285,Lobito,Angola,12.05S,13.15E
1875-02-01,24.846999999999998,1.339,Lobito,Angola,12.05S,13.15E
1875-03-01,25.653000000000002,1.2790000000000001,Lobito,Angola,12.05S,13.15E
1875-04-01,25.506,1.278,Lobito,Angola,12.05S,13.15E
1875-05-01,23.936,1.3840000000000001,Lobito,Angola,12.05S,13.15E
1875-06-01,21.555,1.4609999999999999,Lobito,Angola,12.05S,13.15E
1875-07-01,19.973,1.361,Lobito,Angola,12.05S,13.15E
1875-08-01,19.325000000000006,1.202,Lobito,Angola,12.05S,13.15E
1875-09-01,19.660999999999998,1.082,Lobito,Angola,12.05S,13.15E
1875-10-01,20.886,1.102,Lobito,Angola,12.05S,13.15E
1875-11-01,21.916,1.284,Lobito,Angola,12.05S,13.15E
1875-12-01,23.059,1.318,Lobito,Angola,12.05S,13.15E
1876-01-01,23.697,1.4380000000000002,Lobito,Angola,12.05S,13.15E
1876-02-01,24.622,1.38,Lobito,Angola,12.05S,13.15E
1876-03-01,25.459,1.43,Lobito,Angola,12.05S,13.15E
1876-04-01,25.381999999999998,1.617,Lobito,Angola,12.05S,13.15E
1876-05-01,23.554000000000002,1.358,Lobito,Angola,12.05S,13.15E
1876-06-01,21.349,1.3419999999999999,Lobito,Angola,12.05S,13.15E
1876-07-01,,,Lobito,Angola,12.05S,13.15E
1876-08-01,,,Lobito,Angola,12.05S,13.15E
1876-09-01,,,Lobito,Angola,12.05S,13.15E
1876-10-01,21.554,1.147,Lobito,Angola,12.05S,13.15E
1876-11-01,22.612,1.4880000000000002,Lobito,Angola,12.05S,13.15E
1876-12-01,22.971,1.588,Lobito,Angola,12.05S,13.15E
1877-01-01,24.281999999999996,1.4569999999999999,Lobito,Angola,12.05S,13.15E
1877-02-01,25.215999999999998,1.4369999999999998,Lobito,Angola,12.05S,13.15E
1877-03-01,26.511999999999997,1.298,Lobito,Angola,12.05S,13.15E
1877-04-01,25.749000000000002,1.369,Lobito,Angola,12.05S,13.15E
1877-05-01,23.928,1.345,Lobito,Angola,12.05S,13.15E
1877-06-01,21.699,1.6640000000000001,Lobito,Angola,12.05S,13.15E
1877-07-01,20.247,1.239,Lobito,Angola,12.05S,13.15E
1877-08-01,19.925,1.169,Lobito,Angola,12.05S,13.15E
1877-09-01,20.328000000000007,1.042,Lobito,Angola,12.05S,13.15E
1877-10-01,21.73,1.103,Lobito,Angola,12.05S,13.15E
1877-11-01,23.386000000000006,1.315,Lobito,Angola,12.05S,13.15E
1877-12-01,23.494,1.66,Lobito,Angola,12.05S,13.15E
1878-01-01,24.039,1.354,Lobito,Angola,12.05S,13.15E
1878-02-01,25.801,1.433,Lobito,Angola,12.05S,13.15E
1878-03-01,27.428,1.406,Lobito,Angola,12.05S,13.15E
1878-04-01,26.511999999999997,1.287,Lobito,Angola,12.05S,13.15E
1878-05-01,23.898000000000003,1.33,Lobito,Angola,12.05S,13.15E
1878-06-01,21.881,1.4240000000000002,Lobito,Angola,12.05S,13.15E
1878-07-01,19.942999999999998,1.403,Lobito,Angola,12.05S,13.15E
1878-08-01,19.360000000000007,1.325,Lobito,Angola,12.05S,13.15E
1878-09-01,20.015,1.12,Lobito,Angola,12.05S,13.15E
1878-10-01,21.429,1.114,Lobito,Angola,12.05S,13.15E
1878-11-01,23.299000000000003,1.249,Lobito,Angola,12.05S,13.15E
1878-12-01,23.485,1.4069999999999998,Lobito,Angola,12.05S,13.15E
1879-01-01,23.643,0.885,Lobito,Angola,12.05S,13.15E
1879-02-01,24.741,0.8370000000000001,Lobito,Angola,12.05S,13.15E
1879-03-01,25.425,0.8909999999999999,Lobito,Angola,12.05S,13.15E
1879-04-01,24.94,0.9359999999999999,Lobito,Angola,12.05S,13.15E
1879-05-01,23.663,1.1179999999999999,Lobito,Angola,12.05S,13.15E
1879-06-01,20.523000000000003,0.988,Lobito,Angola,12.05S,13.15E
1879-07-01,18.634,1.419,Lobito,Angola,12.05S,13.15E
1879-08-01,18.837,1.21,Lobito,Angola,12.05S,13.15E
1879-09-01,19.692999999999998,1.119,Lobito,Angola,12.05S,13.15E
1879-10-01,21.293000000000003,1.218,Lobito,Angola,12.05S,13.15E
1879-11-01,22.337000000000003,1.069,Lobito,Angola,12.05S,13.15E
1879-12-01,22.623,1.286,Lobito,Angola,12.05S,13.15E
1880-01-01,22.628,1.464,Lobito,Angola,12.05S,13.15E
1880-02-01,23.552,1.01,Lobito,Angola,12.05S,13.15E
1880-03-01,24.194000000000003,1.2830000000000001,Lobito,Angola,12.05S,13.15E
1880-04-01,23.916999999999998,1.196,Lobito,Angola,12.05S,13.15E
1880-05-01,22.929000000000002,1.985,Lobito,Angola,12.05S,13.15E
1880-06-01,20.059,2.353,Lobito,Angola,12.05S,13.15E
1880-07-01,19.483,0.8079999999999999,Lobito,Angola,12.05S,13.15E
1880-08-01,18.719,0.809,Lobito,Angola,12.05S,13.15E
1880-09-01,19.754,1.068,Lobito,Angola,12.05S,13.15E
1880-10-01,20.796999999999997,0.922,Lobito,Angola,12.05S,13.15E
1880-11-01,22.753,1.722,Lobito,Angola,12.05S,13.15E
1880-12-01,23.296999999999997,1.056,Lobito,Angola,12.05S,13.15E
1881-01-01,23.201,1.09,Lobito,Angola,12.05S,13.15E
1881-02-01,24.73,1.0759999999999998,Lobito,Angola,12.05S,13.15E
1881-03-01,25.051,1.105,Lobito,Angola,12.05S,13.15E
1881-04-01,24.754,0.924,Lobito,Angola,12.05S,13.15E
1881-05-01,22.786,1.16,Lobito,Angola,12.05S,13.15E
1881-06-01,20.893,1.301,Lobito,Angola,12.05S,13.15E
1881-07-01,18.802,1.75,Lobito,Angola,12.05S,13.15E
1881-08-01,19.097,1.1320000000000001,Lobito,Angola,12.05S,13.15E
1881-09-01,20.014000000000006,1.0490000000000002,Lobito,Angola,12.05S,13.15E
1881-10-01,20.753,0.977,Lobito,Angola,12.05S,13.15E
1881-11-01,22.779000000000003,0.743,Lobito,Angola,12.05S,13.15E
1881-12-01,23.476,0.9740000000000001,Lobito,Angola,12.05S,13.15E
1882-01-01,24.548,1.052,Lobito,Angola,12.05S,13.15E
1882-02-01,25.76,0.975,Lobito,Angola,12.05S,13.15E
1882-03-01,25.96,0.816,Lobito,Angola,12.05S,13.15E
1882-04-01,25.499000000000002,0.754,Lobito,Angola,12.05S,13.15E
1882-05-01,23.712,0.7909999999999999,Lobito,Angola,12.05S,13.15E
1882-06-01,20.471,0.823,Lobito,Angola,12.05S,13.15E
1882-07-01,18.852999999999998,0.767,Lobito,Angola,12.05S,13.15E
1882-08-01,18.733,1.213,Lobito,Angola,12.05S,13.15E
1882-09-01,19.653,0.97,Lobito,Angola,12.05S,13.15E
1882-10-01,20.861,0.5870000000000001,Lobito,Angola,12.05S,13.15E
1882-11-01,23.131999999999998,0.8690000000000001,Lobito,Angola,12.05S,13.15E
1882-12-01,23.156999999999996,0.8029999999999999,Lobito,Angola,12.05S,13.15E
1883-01-01,23.497,0.6970000000000001,Lobito,Angola,12.05S,13.15E
1883-02-01,24.965999999999998,1.047,Lobito,Angola,12.05S,13.15E
1883-03-01,25.576999999999998,0.753,Lobito,Angola,12.05S,13.15E
1883-04-01,25.678,0.675,Lobito,Angola,12.05S,13.15E
1883-05-01,23.95,0.8059999999999999,Lobito,Angola,12.05S,13.15E
1883-06-01,21.093000000000004,0.795,Lobito,Angola,12.05S,13.15E
1883-07-01,19.894000000000002,0.8290000000000001,Lobito,Angola,12.05S,13.15E
1883-08-01,18.973000000000006,0.7020000000000001,Lobito,Angola,12.05S,13.15E
1883-09-01,19.669,0.741,Lobito,Angola,12.05S,13.15E
1883-10-01,20.868,0.625,Lobito,Angola,12.05S,13.15E
1883-11-01,22.396,0.772,Lobito,Angola,12.05S,13.15E
1883-12-01,23.487,0.857,Lobito,Angola,12.05S,13.15E
1884-01-01,23.714000000000002,0.741,Lobito,Angola,12.05S,13.15E
1884-02-01,25.238000000000003,0.853,Lobito,Angola,12.05S,13.15E
1884-03-01,25.096999999999998,0.8079999999999999,Lobito,Angola,12.05S,13.15E
1884-04-01,25.58,0.858,Lobito,Angola,12.05S,13.15E
1884-05-01,23.433000000000003,0.948,Lobito,Angola,12.05S,13.15E
1884-06-01,20.454,0.8690000000000001,Lobito,Angola,12.05S,13.15E
1884-07-01,19.003,0.6679999999999999,Lobito,Angola,12.05S,13.15E
1884-08-01,19.027,0.628,Lobito,Angola,12.05S,13.15E
1884-09-01,19.698,0.746,Lobito,Angola,12.05S,13.15E
1884-10-01,20.903000000000002,0.75,Lobito,Angola,12.05S,13.15E
1884-11-01,22.182,0.7290000000000001,Lobito,Angola,12.05S,13.15E
1884-12-01,23.281999999999996,1.023,Lobito,Angola,12.05S,13.15E
1885-01-01,23.863000000000003,0.9520000000000001,Lobito,Angola,12.05S,13.15E
1885-02-01,25.553,0.9009999999999999,Lobito,Angola,12.05S,13.15E
1885-03-01,26.125999999999998,0.7090000000000001,Lobito,Angola,12.05S,13.15E
1885-04-01,25.896,0.9059999999999999,Lobito,Angola,12.05S,13.15E
1885-05-01,25.333000000000002,1.0959999999999999,Lobito,Angola,12.05S,13.15E
1885-06-01,22.34,0.828,Lobito,Angola,12.05S,13.15E
1885-07-01,21.101999999999997,0.946,Lobito,Angola,12.05S,13.15E
1885-08-01,20.01,0.828,Lobito,Angola,12.05S,13.15E
1885-09-01,19.796000000000006,0.581,Lobito,Angola,12.05S,13.15E
